device_codename,brand,Retail Branding,Marketing Name,Device
htc_pmeuhl,htc,HTC,HTC M10,htc_pmeuhl
heroltelgt,samsung,Samsung,Galaxy S7,heroltelgt
D2212,Sony,Sony,Xperia E3 Dual,D2212
dream2qltechn,samsung,,,
chiron,Xiaomi,,,
Venge X (AX5),AXIOO,,,
hero2qltetmo,samsung,Samsung,Galaxy S7 Edge,hero2qltetmo
j1minive3g,samsung,Samsung,Galaxy J1 Mini Prime,j1minive3g
ks01lteskt,samsung,Samsung,Galaxy S4 LTE-A,ks01lteskt
SC-04F,samsung,Samsung,Galaxy S5,SC-04F
ASUS_Z010_CD,asus,Asus,Zenfone MAX,ASUS_Z010_CD
P01Y_2,asus,Asus,ZenPad C 7.0 (Z170CG),P01Y_2
1727ID,vivo,,,
quark,motorola,Motorola,Droid Turbo,quark
Coolpad5267,Coolpad,,,
tbeltektt,samsung,Samsung,Galaxy Note Edge,tbeltektt
PC-2,Prince,,,
OnePlus,OnePlus,OnePlus,OnePlus,OnePlus
OnePlus,OnePlus,OnePlus,OnePlus X,OnePlus
msm8909,Blaupunkt,,,
BV9000Pro-F,Blackview,,,
o7lte,samsung,Samsung,Galaxy On7,o7lte
klimtlte,samsung,Samsung,Galaxy Tab S 8.4,klimtlte
klimtlte,samsung,Samsung,Galaxy TabS 8.4,klimtlte
noblelteatt,samsung,Samsung,Galaxy Note5,noblelteatt
mako,google,LGE,Nexus 4,mako
htc_a3qhdul,htc,HTC,HTC Desire 610,htc_a3qhdul
htc_a3qhdul,htc,HTC,htc desire 610,htc_a3qhdul
G8142,Sony,,,
TB3-710I,Lenovo,Lenovo,Lenovo TB3-710I,TB3-710I
NX597J,ZTE,,,
HWFRD,HONOR,Huawei,HUAWEI FRD-L02,HWFRD
HWFRD,HONOR,Huawei,Honor 8,HWFRD
a7010,Lenovo,,,
Galaxy S8,samsung,,,
Mirror3,OPPO,Oppo,3001,Mirror3
Mirror3,OPPO,Oppo,3006,Mirror3
tbltedcm,samsung,,,
htc_a56dj_pro_dugl,htc,HTC,HTC D10i,htc_a56dj_pro_dugl
htc_a56dj_pro_dugl,htc,HTC,HTC Desire 10,htc_a56dj_pro_dugl
htc_a56dj_pro_dugl,htc,HTC,HTC Desire 10 pro,htc_a56dj_pro_dugl
le_x2,LeEco,Leeco,Le Max2,le_x2
B75A,EVERCOSS,,,
D5322,Sony,Sony,Xperia T2 Ultra,D5322
D5322,Sony,Sony,Xperia T2 Ultra dual,D5322
dream2qlteue,samsung,,,
jaltektt,samsung,Samsung,Galaxy S4,jaltektt
F3216,Sony,Sony,Xperia XA Ultra,F3216
htc_pmeuhljapan,htc,KDDI,HTV32,htc_pmeuhljapan
BV7000_Pro,Blackview,,,
ugg_global,xiaomi,,,
espressorf,samsung,Samsung,Galaxy Tab2 7.0,espressorf
X7-I00,Coolpad,,,
Venge_X_(AX5),Axioo,,,
ADVAN_E1C_NXT,ADVAN,,,
hwbgo,HUAWEI,Huawei,HUAWEI MediaPad T2 7.0,hwbgo
gts210velte,samsung,Samsung,Galaxy Tab S2 9.7,gts210velte
l70pds,lge,LGE,L Fino,l70pds
CPH1707,OPPO,,,
ADVAN S5E Pro,ADVAN,,,
HWBLN-H,HONOR,Huawei,HUAWEI GR5,HWBLN-H
HWBLN-H,HONOR,Huawei,HUAWEI Mat,HWBLN-H
HWBLN-H,HONOR,Huawei,honor 6x,HWBLN-H
HWBLN-H,HONOR,Huawei,\xe8\x8d\xa3\xe8\x80\x80\xe7\x95\x85\xe7\x8e\xa9 6X,HWBLN-H
CPH1819,OPPO,,,
rtech72_we_72_kk,android,,,
hwSCLU-Q,Huawei,Huawei,Y6,hwSCLU-Q
a9xproltechn,samsung,Samsung,Galaxy A9 Pro,a9xproltechn
MIX_2,ulefone,,,
bullhead,google,LGE,Nexus 5X,bullhead
MIX,DOOGEE,,,
htc_himawhl,htc,HTC,HTC One M9,htc_himawhl
htc_himawhl,htc,HTC,HTC One M9 \xe2\x80\x93 0PJA2,htc_himawhl
M1,MEIIGOO,,,
SO-04F,docomo,Sony,Xperia A2,SO-04F
M23s,Himax,,,
hct6735m_35gu_m0,Blackview,,,
heroqltespr,samsung,Samsung,Galaxy S7,heroqltespr
hero2qlteatt,samsung,Samsung,Galaxy S7 Edge,hero2qlteatt
iris80,LAVA,,,
"iPhone9,3",Apple,,,
ASUS_L001_2,asus,Asus,Zenfone Go,ASUS_L001_2
angler,google,Huawei,Nexus 6P,angler
espresso10rf,samsung,Samsung,Galaxy Tab2 10.1,espresso10rf
ASUS_Z00RD_1,asus,,,
htc_a52dtul,htc,HTC,HTC D826t,htc_a52dtul
htc_a52dtul,htc,HTC,HTC Desire 826,htc_a52dtul
htc_a52dtul,htc,HTC,HTC Desire 826 4G \xe7\xa7\xbb\xe5\x8b\x95\xe5\x85\xac\xe9\x96\x8b\xe7\x89\x88(\xe5\x8f\x8c\xe5\x8d\xa1\xe5\x8f\x8c\xe5\xbe\x85),htc_a52dtul
htc_a52dtul,htc,HTC,HTC Desire 826 dual sim,htc_a52dtul
A8-50LC,Lenovo,Lenovo,Lenovo A8-50,A8-50LC
htc_hiau_ml_tuhl,htc,HTC,HTC M9pw,htc_hiau_ml_tuhl
htc_hiau_ml_tuhl,htc,HTC,HTC One M9+,htc_hiau_ml_tuhl
htc_hiau_ml_tuhl,htc,HTC,HTC One M9PLUS,htc_hiau_ml_tuhl
greatqlteue,samsung,,,
hero2qltevzw,Verizon,Samsung,Galaxy S7 Edge,hero2qltevzw
rgk6753_65u_l1,UMI,,,
HWLUA-L6735,HUAWEI,Huawei,HAUWEI ECO,HWLUA-L6735
HWLUA-L6735,HUAWEI,Huawei,HUAWEI ECO,HWLUA-L6735
HWLUA-L6735,HUAWEI,Huawei,HUAWEI Y3II,HWLUA-L6735
v3740,WIKO,,,
lentisltelgt,samsung,Samsung,Galaxy S5,lentisltelgt
cross8735m_3350b,EVERCOSS,,,
m7cdwg,htc,HTC,HTC 802d,m7cdwg
m7cdwg,htc,HTC,HTC One,m7cdwg
m7cdwg,htc,HTC,HTC One Dual 802d,m7cdwg
m7cdwg,htc,HTC,HTC One Dual Sim,m7cdwg
my50ds,lge,LGE,LG Leon,my50ds
my50ds,lge,LGE,LG Leon TV,my50ds
hero2qltechn,samsung,Samsung,Galaxy S7 Edge,hero2qltechn
1724,vivo,,,
l9010,WIKO,Wiko,HIGHWAY PURE,l9010
oban,acer,Acer,B1-723,oban
SO-02G,docomo,Sony,Xperia Z3 Compact,SO-02G
T00F,asus,,,
whyred,xiaomi,,,
Borneo_Pro,novo,,,
K53a48,lenovo,Lenovo,Leovo VIBE K6 Note,K53a48
C5303,Sony,Sony,Xperia SP,C5303
ADVAN_i55K,ADVAN,,,
geefhd,lge,LGE,LG Optimus G Pro,geefhd
nevis,samsung,Samsung,Galaxy Fame,nevis
SOV31,KDDI,Sony,Xperia Z4,SOV31
M6Note,Meizu,,,
CPH1821,OPPO,,,
SK3,Sharp,,,
K50a40,Lenovo,Lenovo,Lenovo K3 Note,K50a40
SO-02J,docomo,Sony,Xperia X Compact,SO-02J
jactivelteatt,samsung,Samsung,Galaxy S4 Active,jactivelteatt
SCV32,KDDI,Samsung,Galaxy A8,SCV32
montana,motorola,,,
SOV33,KDDI,Sony,Xperia X Performance,SOV33
ASUS_X00BD_1,asus,Asus,Zenfone Go (ASUS_X00BD),ASUS_X00BD_1
GT-N7000,samsung,Samsung,Galaxy Note,GT-N7000
j5y17lte,samsung,,,
C8_4G,OUKITEL,,,
H51i,HIMAX,,,
PICOphone M2/M,Axioo,,,
argon,blackberry,BlackBerry,DTEK60 by BlackBerry,argon
HWBLA,HUAWEI,,,
P816A12,ZTE,ZTE,Blade Q Lux,P816A12
P816A12,ZTE,ZTE,Blade V+,P816A12
P816A12,ZTE,ZTE,ZTE Blade Q Lux,P816A12
M20,HIMAX,,,
htc_mecdug,htc,HTC,HTC One (E8) dual sim,htc_mecdug
htc_mecdug,htc,HTC,HTC One (E8) \xe6\x97\xb6\xe5\xb0\x9a\xe7\x89\x88   4G LTE\xe5\x8f\x8c\xe5\x8d\xa1\xe5\x8f\x8c\xe5\xbe\x85\xe8\x81\x94\xe9\x80\x9a\xe7\x89\x88,htc_mecdug
ASUS_X550,asus,Asus,\xe9\xa3\x9e\xe9\xa9\xac2 Plus(X550),ASUS_X550
cheryl,razer,,,
Y51,vivo,Vivo,vivo Y51,Y51
G3226,Sony,,,
SC-02H,samsung,Samsung,Galaxy S7 Edge,SC-02H
htc_hima_ace_ml_dtul,htc,HTC,HTC M9et,htc_hima_ace_ml_dtul
htc_hima_ace_ml_dtul,htc,HTC,HTC M9ew,htc_hima_ace_ml_dtul
htc_hima_ace_ml_dtul,htc,HTC,HTC One ME dual sim,htc_hima_ace_ml_dtul
htc_hima_ace_ml_dtul,htc,HTC,HTC_M9ew,htc_hima_ace_ml_dtul
hermes,HUAWEI,Xiaomi,HM Note 2,hermes
hero2lteskt,samsung,Samsung,Galaxy S7 Edge,hero2lteskt
OnePlus2,OnePlus,OnePlus,OnePlus 2,OnePlus2
OnePlus2,OnePlus,OnePlus,OnePlus2,OnePlus2
ASUS_X013D_1,asus,Asus,ZenFone Go,ASUS_X013D_1
ASUS_X013D_1,asus,Asus,Zenfone GO,ASUS_X013D_1
meizu_M6,Meizu,,,
htc_a50ml_dtul,htc,HTC,HTC Desire 820s,htc_a50ml_dtul
htc_a50ml_dtul,htc,HTC,HTC_D820ys,htc_a50ml_dtul
trhplte,samsung,Samsung,Galaxy Note4,trhplte
Ulike2,OPPO,Oppo,OPPO Ulike2,Ulike2
A110,Coolpad,,,
magc6580_we_l,alps,,,
A10_sprout,google,Mito,A10,A10_sprout
MITO_A39,MITO A39,,,
404SC,SBM,Samsung,Galaxy S6 Edge,404SC
SM-N900S,samsung,,,
ASUS_X00T_2,asus,,,
HWMHA,HUAWEI,Huawei,MATE 9,HWMHA
htc_hiaeuhl,htc,HTC,HTC One A9,htc_hiaeuhl
htc_hiaeuhl,htc,HTC,Telstra Signature\xe2\x84\xa2 Premium,htc_hiaeuhl
m7,htc,HTC,HTC 9060,m7
m7,htc,HTC,HTC One,m7
m7,htc,HTC,HTC One 801e,m7
m7,htc,HTC,HTC One Google Play edition,m7
HWLDN-Q,HUAWEI,,,
starlte,samsung,,,
kinzie,motorola,Motorola,DROID Turbo 2,kinzie
kinzie,motorola,Motorola,Moto X Force,kinzie
hero2qltespr,samsung,Samsung,Galaxy S7 Edge,hero2qltespr
H4133,Sony,,,
TSP,SHARP,Sharp,SHARP Z2,TSP
j3xnlte,samsung,Samsung,Galaxy J3(2016),j3xnlte
tizen,Samsung,,,
hlteskt,samsung,Samsung,Galaxy Note3,hlteskt
m7wlv,VERIZON,HTC,HTC One,m7wlv
hct6750_c66_b_m,Blackview,,,
HWWAS-H,HUAWEI,,,
w5ds,lge,LGE,L70,w5ds
WP001,WIZPHONE,,,
MeizuS6,Meizu,,,
HWCRO-L6737M,HUAWEI,,,
Pixi4-4,TCL,Orange,Orange- Rise31,Pixi4-4
Pixi4-4,TCL,TCT (Alcatel),ALCATEL ONETOUCH PIXI 4 (4),Pixi4-4
Pixi4-4,TCL,TCT (Alcatel),ALCATEL_ 4034A,Pixi4-4
msm8916_64,ZTE,ZTE,ZTE B2015,msm8916_64
msm8916_64,ZTE,ZTE,ZTE B2016,msm8916_64
msm8916_64,ZTE,Zuk,ZTE B2015,msm8916_64
AD682J,Smartfren,,,
A328,Lenovo,Lenovo,Lenovo A328,A328
lt01lte,samsung,Samsung,Galaxy Tab3 8.0,lt01lte
t0ltektt,samsung,Samsung,Galaxy Note2,t0ltektt
EVERCOSS_A7D,EVERCOSS A7D,,,
N5L,NUU,Nuu,NUU N5L,N5L
d3558,Dewav,,,
SCV33,KDDI,Samsung,Galaxy S7 Edge,SCV33
C1505,Sony,Sony,Xperia E,C1505
j5lteub,samsung,,,
ASUS_X00HD_3,asus,,,
ASUS_T00P,asus,Asus,ZenFone 5 LTE (A500KL),ASUS_T00P
ysl,xiaomi,,,
elsa,KDDI,LGE,V20,elsa
F3113,Sony,Sony,Xperia XA,F3113
gt58lte,samsung,Samsung,Galaxy Tab A 8.0,gt58lte
kltevzw,Verizon,Samsung,Galaxy S5,kltevzw
Y100pro,DOOGEE,,,
mlv3,lge,,,
tbltevzw,Verizon,Samsung,Galaxy Note Edge,tbltevzw
F3115,Sony,Sony,Xperia XA,F3115
trltetmo,samsung,Samsung,Galaxy Note4,trltetmo
V1,vivo,Vivo,vivo V1,V1
P01Y,asus,Asus,ZenPad C 7.0 (Z170CG),P01Y
marinelteatt,samsung,Samsung,Galaxy S6 Active,marinelteatt
greatqltechn,samsung,,,
kltektt,samsung,Samsung,Galaxy S5,kltektt
Axioo AX6,Axioo,,,
vkworld,vkworld,,,
a831_324_ax_ys_s028_icherry,ICHERRY,,,
SO-03H,docomo,Sony,Xperia Z5 Premium,SO-03H
trlte,samsung,Samsung,Galaxy Note4,trlte
SC-01G,samsung,Samsung,Galaxy Note Edge,SC-01G
CP3503I,Coolpad,Coolpad,Coolpad 3503I,CP3503I
htc_v02_dug,htc,HTC,HTC Desire 526G+ dual sim,htc_v02_dug
markw,xiaomi,Xiaomi,Redmi 4 Pro,markw
ASUS_Z00U,asus,,,
HWCLT,HUAWEI,,,
advan8321_9012,Advan,,,
gts210lte,samsung,Samsung,Galaxy Tab S2 8.0,gts210lte
gts210lte,samsung,Samsung,Galaxy Tab S2 9.7,gts210lte
NUU_M2,NUU,,,
htc_alpine_uhl,htc,,,
dreameltemtr,samsung,,,
watson,motorola,,,
B6S pro,B6S pro,,,
HM-G552-FL,Haier,,,
Android,alps,Lenovo,,Android
ks01lte,samsung,Samsung,Galaxy S4,ks01lte
A75,MITO,Micromax,A75,A75
honami,Sony,,,
X818_EE,Philips,,,
HWEML,HUAWEI,,,
F5121,Sony,Sony,Xperia X,F5121
OnePlus6,OnePlus,,,
ASUS_X00R_2,asus,,,
fortunalte,samsung,Samsung,Galaxy Grand Prime,fortunalte
PRO7Plus,Meizu,,,
sirius,Sony,,,
g15v97_kw_u81_4m,UMIDIGI,,,
NEWAD688G,Smartfren,Smartfren,NEWAD688G,NEWAD688G
M20s,HIMAX,,,
G8441,Sony,,,
S960_ROW,Lenovo,Lenovo,Lenvo S960,S960_ROW
1802,vivo,,,
a6lte,samsung,,,
EVERCOSS_A7A*,EVERCOSS A7A*,,,
"iPad4,4",Apple,,,
hexing72_cwet_kk,IMO S90,,,
ADVAN_7008,ADVAN,,,
SJ3,Sharp,,,
kmini3g,samsung,Samsung,Galaxy S5 Mini,kmini3g
kmini3g,samsung,Samsung,Galaxy S5 mini,kmini3g
HM-G553-FL,Haier,,,
s3ve3gds,samsung,Samsung,Galaxy S3 Neo,s3ve3gds
ASUS_T00K,asus,Asus,ZenFone 5 (A502CG),ASUS_T00K
Galaxy S8+,samsung,,,
PICOpad 7H,Axioo,,,
Infinix-X5010,Infinix,,,
zeroltelgt,samsung,Samsung,Galaxy S6 Edge,zeroltelgt
hero2ltelgt,samsung,Samsung,Galaxy S7 Edge,hero2ltelgt
HWAUM-Q,HONOR,,,
hct6735m_35gu_l1,O3,,,
SH-01G,DOCOMO,Sharp,AQUOS ZETA SH-01G,SH-01G
P188F10,ZTE,ZTE,N986D,P188F10
a6plte,samsung,,,
Kenzo,Xiaomi,,,
F8131,Sony,Sony,Xperia X Performance,F8131
j6lte,samsung,,,
SO-01J,docomo,Sony,Xperia XZ,SO-01J
K019_4,asus,Asus,Fonepad 7 (FE375CXG),K019_4
U50C,EVERCOSS,,,
a3lte,samsung,Samsung,Galaxy A3,a3lte
polaris,Xiaomi,,,
dreamqltesq,samsung,,,
woods_f,motorola,,,
G3416,Sony,,,
wayne,xiaomi,,,
HWRIO,HUAWEI,Huawei,HUAWEI G7 Plus,HWRIO
HWRIO,HUAWEI,Huawei,HUAWEI G8,HWRIO
c5proltechn,samsung,,,
j4lte,samsung,,,
ASUS_X00P_6,asus,,,
F02H,DOCOMO,Fujitsu,F-02H,F02H
1723CF,vivo,,,
POLYTRON,POLYTRON,,,
M24i,HIMAX,,,
X3,Letv,Lava,X3,X3
