device_codename,brand,Retail Branding,Marketing Name,Device
fortunaltezh,samsung,Samsung,Galaxy Grand Prime,fortunaltezh
F8332,Sony,Sony,Xperia XZ,F8332
NX907J,nubia,ZTE,nubia M2 Play,
F3111,Sony,Sony,Xperia XA,F3111
zenltetmo,samsung,Samsung,Galaxy S6 edge+,zenltetmo
S890,Lenovo,Lenovo,S890,S890
N8010,samsung,Samsung,Galaxy Note 10.1 N8010,N8010
HIMAX_PURE_3S,HIMAX,,,
gts28lte,samsung,Samsung,Galaxy Tab S2 8.0,gts28lte
HWRNE,HUAWEI,Huawei,Mate 10 Lite,
K2L_S00,Coolpad,Coolpad,K2L S00,K2L_S00
c9ltechn,samsung,Samsung,Galaxy C9 Pro,c9ltechn
HWMLA,HUAWEI,Huawei,G9 Plus,HWMLA
HS8929QC,Hisense,Hisense,C1,HS8929QC
cross8735m_3350,Welcome,,,
j7xeltecmcc,samsung,Samsung,Galaxy J7 (2016),j7xeltecmcc
T00F,ASUS,Asus,Zenfone 5 A500CG (2014),
S7,S7,,,
advan8735m_9710,advan,,,
BM180,Bluebird,Bluebird,BM180,BM180
K012,asus,Asus,Fonepad 7 (2014),K012
INFINIX-X600-H533-5M,Infinix,Infinix,Note 2,INFINIX-X600-H533-5M
A8,Coolpad,Coolpad,Max,A8
t960w_v1_a_lt_s50g_maxtron_1s,MAXTRON,,,
INFINIX-X553,INFINIX,Infinix,Hot 3 LTE,INFINIX-X553
Z1,zuk,Lenovo,ZUK Z1,Z1
EVERCOSS_A66V,EVERCOSS,,,
jackpot2lte,samsung,Samsung,Galaxy A8+ (2018),jackpot2lte
tblte,samsung,Samsung,Galaxy Note Edge,tblte
leo,Xiaomi,Xiaomi,Mi Note Pro,leo
ASUS_T00Q,asus,Asus,Zenfone 4 A450CG (2014),ASUS_T00Q
royss,samsung,Samsung,Galaxy Young S6310,royss
msm8916_32,POLYTRON,,,
A7-30HC,Lenovo,Lenovo,Tab 2 A7-30,A7-30HC
x2605_dh_l401,EVERCOSS,,,
m3note,Meizu,Meizu,M3 Note,
C6833,Sony,Sony,Xperia Z Ultra,C6833
goya3g,samsung,Samsung,Galaxy Tab 3 Lite 7.0 3G,goya3g
HWTRT-Q,HUAWEI,Huawei,Y7,
klte,samsung,Samsung,Galaxy S5,klte
"iPhone5,3",Apple,Apple,iPhone 5c,"iPhone5,3"
advan8321_9719e,advan,,,
G3116,Sony,Sony,Xperia XA1,
iris60,LAVA,Lava,Iris Fuel 60,
pplus,lge,LGE,V10,pplus
F03F,DOCOMO,Fujitsu,F-03F,F03F
F5122,Sony,Sony,Xperia X,F5122
MS1,SHARP,Sharp,MS1,MS1
yukon,hp,HP,7 VoiceTab,yukon
Haier_Leisure_L7,Haier,,,
E6883,Sony,Sony,Xperia Z5 Premium Dual,E6883
G7,Haier,,,
SH-01F,DOCOMO,Sharp,AQUOS PHONE ZETA  SH-01F,SH-01F
S2_PRO,UMIDIGI,,,
R827,OPPO,Oppo,Find 5 Mini,R827
on5xfltechn,samsung,Samsung,Galaxy On5 (2016),on5xfltechn
j1minive3gxtc,samsung,Samsung,Galaxy J1 mini prime,j1minive3gxtc
java_great_a900m,POLYTRON,,,
scorpio,Xiaomi,Xiaomi,Mi Note 2,scorpio
INFINIX-X554,INFINIX,Infinix,Hot 3,INFINIX-X554
g3,lge,LGE,G3,g3
M22,HIMAX,,,
B75,EVERCOSS,,,
P839F30,ZTE,ZTE,Blade S6,P839F30
P172R10,ZTE,ZTE,Beeline Smart 2,P172R10
hct6735_35gu_m0,EVERCOSS,,,
m0,samsung,Samsung,I9300 Galaxy S III,m0
A8,EVERCOSS,,,
grandprimeveltezt,samsung,Samsung,Galaxy Grand Prime,grandprimeveltezt
kona3g,samsung,Samsung,Galaxy Note 8.0,kona3g
K016_1,asus,Asus,Fonepad 8 FE380CG,K016_1
Y15,vivo,Vivo,Y15,Y15
aqua,Xiaomi,Xiaomi,Mi 4s,aqua
deb,google,Asus,Google Nexus 7 (2013),deb
luv90ds,lge,LGE,G Pro Lite,luv90ds
z220,acer,Acer,Liquid Z220,z220
L50,SPC,,,
ido_xhdpi_global,Xiaomi,,,
Infinix-X521-Pro,Infinix,Infinix,Hot S Pro,Infinix-X521-Pro
M21,HIMAX,,,
S820_ROW,Lenovo,Lenovo,S820,S820_ROW
D1C,Nokia,Nokia,6,
OPPO72_13076,OPPO,Oppo,R1001 Joy,OPPO72_13076
x600,Letv,LeTV,Letv x600,x600
degas3g,samsung,Samsung,Galaxy Tab 4 7.0,degas3g
AD6B1H,Smartfren,Haier,AD6B1H,AD6B1H
panell_d,motorola,Motorola,Moto C Plus,
v3961,WIKO,,,
C5502,Sony,Sony,Xperia ZR,C5502
namath,motorola,Motorola,Moto C,
greatqlte,samsung,Samsung,Galaxy Note8,greatqlte
"iPhone9,1",Apple,Apple,iPhone 7,"iPhone9,1"
zerofltechn,samsung,Samsung,Galaxy S6,zerofltechn
CXQ,CXQ,,,
hwSCL-Q,Huawei,Huawei,Y6,hwSCL-Q
F8132,Sony,Sony,Xperia X Performance,F8132
SG304SH,SG,Sharp,Aquos Xx,SG304SH
cpy90_g00,Coolpad,Coolpad,Shine,cpy90_g00
P500,Polytron,,,
S660,Lenovo,Lenovo,S660,S660
htc_a5dwg,htc,HTC,Desire 816 dual sim,htc_a5dwg
hwRIO-AL00,HUAWEI,Honor,6 Plus,hwRIO-AL00
R831,OPPO,OPPO,Neo 3,R831
ADVAN_E1C_3G,ADVAN,,,
zerofltetmo,samsung,Samsung,Galaxy S6,zerofltetmo
Infinix_X510,ragentek,Infinix,Hot 2,Infinix_X510
Z00A_3,asus,Asus,Zenfone 2 ZE551ML,Z00A_3
zenlte,samsung,Samsung,Galaxy S6 edge+,zenlte
a9xltechn,samsung,Samsung,Galaxy A9 (2016),a9xltechn
NX569J,nubia,ZTE,nubia Z17 mini,
nobleltevzw,Verizon,Samsung,Galaxy Note5,nobleltevzw
X557,Infinix,Infinix,Hot 4,X557
Infinix-X603,Infinix,Infinix,Zero 5,
HS8909QC,Hisense,Hisense,E10,HS8909QC
V3750AN24K,WIKO,Wiko,Robby,V3750AN24K
HWMYA-L6737,HUAWEI,Huawei,Y5 (2017),HWMYA-L6737
gilda_p8070,ADVAN,,,
slte,samsung,Samsung,Galaxy Alpha,slte
INFINIX-X552-95M,Infinix,Infinix,Zero 3,INFINIX-X552-95M
e8lte,lge,LGE,G Pad 8.0 LTE,e8lte
CPH1729,OPPO,OPPO,A83,
ADVAN_i_Tab,ADVAN,,,
"iPhone9,4",Apple,Apple,iPhone 7 Plus,"iPhone9,4"
SOL23,KDDI,Sony,Xperia Z1,SOL23
BV9000Pro,Blackview,,,
GT-I8160,samsung,Samsung,Galaxy Ace 2 I8160,GT-I8160
F02G,DOCOMO,Fujitsu,F-02G,F02G
V2,IMO S50,,,
a3ltedd,samsung,Samsung,Galaxy A3,a3ltedd
S860,Lenovo,Lenovo,S860,S860
R815,OPPO,OPPO,R815T Clover,R815
iris820,Lava,,,
NX551J,nubia,ZTE,nubia M2,
cross82_3821,EVERCOSS,,,
"iPhone8,4",Apple,Apple,iPhone SE,"iPhone8,4"
A10-70L,Lenovo,Lenovo,Tab 2 A10-70,A10-70L
N1mini,OPPO,Oppo,N1 mini,N1mini
lt013g,samsung,Samsung,Galaxy Tab 3 8.0,lt013g
S5260,WIKO,Wiko,Pulp Fab,S5260
SH825Wi,SHARP,Sharp,Aquos Crystal,SH825Wi
E6533,Sony,Sony,Xperia Z3+ dual,E6533
b1w,lge,LGE,L Bello,b1w
venice,blackberry,BlackBerry,Priv,venice
ASUS_Z01M_1,asus,Asus,Zenfone 4 Selfie Pro ZD552KL,
arubaslimss,samsung,Samsung,Galaxy Core I8260,arubaslimss
ADVAN,ADVAN,,,
htc_a50dtul,htc,HTC,Desire 820q dual sim,htc_a50dtul
Mi438S_sprout,google,Nexian,Nexian journey one,Mi438S_sprout
E5603,Sony,Sony,Xperia M5,E5603
nobleltetmo,samsung,Samsung,Galaxy Note5,nobleltetmo
g2mds,lge,LGE,G2 mini,g2mds
F3211,Sony,Sony,Xperia XA Ultra,F3211
htc_himawl,htc,HTC,One M9,htc_himawl
G60,ELEVATE,,,
j2y18lte,samsung,Samsung,Galaxy J2 Pro (2018),j2y18lte
java_fortune_nw466h,ADVAN,,,
advan8392_6922s,advan,,,
treltelgt,samsung,Samsung,Galaxy Note 4,treltelgt
jactivelte,samsung,Samsung,I9295 Galaxy S4 Active,jactivelte
h533_a1,Infinix,Infinix,Note 2,
M22s,himax,,,
EVERCOSS A7V,EVERCOSS,,,
ASUS_Z00E_3,asus,Asus,Zenfone 2 Laser ZE500KL,ASUS_Z00E_3
A5000,Lenovo,Lenovo,A5000,A5000
htc_himaulatt,htc,HTC,One M9,htc_himaulatt
heroqlteue,samsung,Samsung,Galaxy S7,heroqlteue
HM2014818,Xiaomi,Xiaomi,Redmi 2,HM2014818
d802,LGE,LGE,G2,
ether,Nextbit,Nextbit,Robin,ether
E6683,Sony,Sony,Xperia Z5 Dual,E6683
S55A,EVERCOSS,,,
coreprimelte,samsung,Samsung,Galaxy Core Prime,coreprimelte
S850,Lenovo,Lenovo,S850,S850
A6020,Lenovo,Lenovo,Vibe K5,
pri6737t_66_m0,alps,,,
hwp6-u06,Huawei,Huawei,Ascend P6,hwp6-u06
"iPad4,2",Apple,Apple,iPad Air,"iPad4,2"
sailfish,google,Google,Pixel,sailfish
SE3,Sharp,Sharp,R1S,
POLYMER,HIMAX,,,
jackpotlte,samsung,Samsung,Galaxy A8 (2018),jackpotlte
CPH1801,OPPO,Oppo,A71 (2018),
Y31L,vivo,Vivo,Y31,Y31L
hwH60,Huawei,Honor,6,hwH60
m2a3g,samsung,Samsung,Galaxy K zoom,m2a3g
htc_a5ul,htc,HTC,Desire 816,htc_a5ul
vince,xiaomi,Xiaomi,Redmi 5 Plus (Redmi Note 5),
SO-03G,docomo,Sony,Xperia Z3+,SO-03G
CP3505I_S00,Coolpad,Coolpad,Torino S,
Axioo_AX5,Axioo,,,
G8342,Sony,Sony,Xperia XZ1,
rosy,Xiaomi,Xiaomi,Redmi 5,
E6853,Sony,Sony,Xperia Z5 Premium,E6853
zerofltevzw,Verizon,Samsung,Galaxy S6,zerofltevzw
INFINIX-X551,INFINIX,Infinix,Hot Note,INFINIX-X551
NX573J,nubia,ZTE,nubia M2 lite,
OnePlus5,OnePlus,OnePlus,5,
z2_plus,ZUK,Lenovo,ZUK Z2,z2_plus
"iPhone8,2",Apple,Apple,iPhone 6s Plus,"iPhone8,2"
j5ltechn,samsung,Samsung,Galaxy J5,j5ltechn
sofia3gr,Advan,,,
G36C1H,Smartfren,Smartfren,G36C1H,G36C1H
hwp7,Huawei,Huawei,Ascend P7,hwp7
SOV32,KDDI,Sony,Xperia Z5,SOV32
ADVAN_i7A,ADVAN,,,
C5302,Sony,Sony,Xperia SP,C5302
l5460,WIKO,Wiko,Fever 4G,l5460
acer_z205,acer,Acer,Liquid Z205,acer_z205
acer_e39,acer,Acer,Liquid E700,acer_e39
M631Y,CMCC,Yes,M631Y,M631Y
SM-N950F,samsung,Samsung,Galaxy Note8,SM-N950F
C46B2H,Smartfren,Haier,C46B2H,C46B2H
SCV31,KDDI,Samsung,Galaxy S6 edge,SCV31
hlte,samsung,Samsung,Galaxy Note 3,hlte
htc_m8wl,htc,HTC,One (M8),htc_m8wl
msm8610,MITO,,,
heroqltevzw,Verizon,Samsung,Galaxy S7,heroqltevzw
SC-02G,samsung,Samsung,Galaxy S5 Active,SC-02G
AD686G,Smartfren,Hisense,Andromax-c,AD686G
c7proltechn,samsung,Samsung,Galaxy C7 Pro,c7proltechn
herolteskt,samsung,Samsung,Galaxy S7,herolteskt
R50A,EVERCOSS,Elevate,R50A,R50A
A68,MITO,,,
vivalto5mve3g,samsung,Samsung,Galaxy Ace 4,vivalto5mve3g
albus,motorola,Motorola,Moto Z2 Play,
SBM302SH,SBM,Sharp,Aquos Xx,SBM302SH
lava35m_sp461,Lava,,,
h6198,Himax,,,
E2053,Sony,Sony,Xperia E4g,E2053
i3L,Kata,,,
m1621,Meizu,Meizu,M5 Note,
AF9900,AF9900,,,
SO-02H,docomo,Sony,Xperia Z5 Compact,SO-02H
P780_ROW,Lenovo,Lenovo,P780,P780_ROW
bbk82_wet_jb5,vivo,Vivo,Y22,
OnePlus5T,OnePlus,OnePlus,5T,
marlin,google,Google,Pixel XL,marlin
HS6735MT,Hisense,Hisense,D2-M,HS6735MT
k3388,Evercoss,,,
E2306,Sony,Sony,Xperia M4 Aqua,E2306
taimen,google,,,
B6s,B6s,,,
js01lte,samsung,Samsung,Galaxy J,js01lte
NB1,Nokia,Nokia,8,
iPhone,iPhone,,,
E6782,kyocera,Kyocera,Brigadier,E6782
ASUS_X00K_1,asus,Asus,Zenfone Max Pro (M1) ZB601KL/ZB602K,
K10e70,Lenovo,Lenovo,K10 Plus,K10e70
klondike,hp,HP,7 Voice Tab,klondike
NX505J,nubia,ZTE,nubia Z7 Max,NX505J
zeroltetmo,samsung,Samsung,Galaxy S6 edge,zeroltetmo
hct6735_35gu_l1,EVERCOSS,,,
SC-02F,samsung,Samsung,Galaxy Note 3,SC-02F
potter,motorola,Motorola,Moto G5 Plus,
S50D,qcom,,,
T012,acer,Acer,Liquid Z320,T012
X8 Pro,alps,,,
ghost,motorola,Motorola,Moto X,ghost
VF-895N,Vodafone,Vodafone,Vodafone 895,VF-895N
lithium,Xiaomi,Xiaomi,Mi Mix,lithium
kltetmo,samsung,Samsung,Galaxy S5,kltetmo
ASUS_X018_1,asus,Asus,Zenfone Max Plus (M1) ZB570TL,
sltektt,samsung,Samsung,Galaxy Alpha,sltektt
star2lte,samsung,Samsung,Galaxy S9+,star2lte
E1M,Nokia,Nokia,2,
jflte,samsung,Samsung,I9505 Galaxy S4,jflte
gts28velte,samsung,Samsung,Galaxy Tab S2 8.0,gts28velte
HWSTF,HONOR,Honor,9,
E5803,Sony,Sony,Xperia Z5 Compact,E5803
hwmt7,Huawei,Huawei,Mate 7,hwmt7
griffin,motorola,Motorola,Moto Z,griffin
msm8974,vivo,Vivo,Xplay3S,msm8974
B16C3H,Xiaomi,,,
mido,Xiaomi nitrogen,,,
htc_acawhl,htc,htc,10 evo,htc_acawhl
treltektt,samsung,Samsung,Galaxy Note 4,treltektt
heroqlteatt,samsung,Samsung,Galaxy S7,heroqlteatt
htc_ocndugl,htc,htc,U11,
ASUS_Z010D,asus,Asus,Zenfone Max ZC550KL (2016),
F6,F6,,,
C103,Coolpad,Coolpad,Cool1 dual,C103
bbk92_wet_jb9,vivo,Vivo,X3S,
a6000,Lenovo,Lenovo,A6000,
victara,motorola,Motorola,Moto X (2nd Gen),victara
M21s,HIMAX,,,
CoolpadY76_I01,Coolpad,Coolpad,Y76,
wiko,WIKO,,,
ADVAN_G2,ADVAN,,,
Infinix-X573,Infinix,Infinix,Hot S3,
HNNEM-H,HONOR,Honor,5c,HNNEM-H
MITO A33,MITO A33,,,
POLYTRON_P552,POLYTRON,,,
P024_4,asus,Asus,Zenpad 8.0 Z380KL,P024_4
htc_pmeuhl,htc,HTC,10,htc_pmeuhl
heroltelgt,samsung,Samsung,Galaxy S7,heroltelgt
D2212,Sony,Sony,Xperia E3 Dual,D2212
dream2qltechn,samsung,Samsung,Galaxy S8+,dream2qltechn
chiron,Xiaomi,Xiaomi,Mi Mix 2,
Venge X (AX5),AXIOO,,,
hero2qltetmo,samsung,Samsung,Galaxy S7 edge,hero2qltetmo
j1minive3g,samsung,Samsung,Galaxy J1 mini prime,j1minive3g
ks01lteskt,samsung,Samsung,I9500 Galaxy S4,ks01lteskt
SC-04F,samsung,Samsung,Galaxy S5,SC-04F
ASUS_Z010_CD,asus,Asus,Zenfone Max ZC550KL,ASUS_Z010_CD
P01Y_2,asus,Asus,Zenpad C 7.0,P01Y_2
1727ID,vivo,Vivo,V9,
quark,motorola,Motorola,DROID Turbo,quark
Coolpad5267,Coolpad,Coolpad,5267,
tbeltektt,samsung,Samsung,Galaxy Note Edge,tbeltektt
PC-2,Prince,,,
OnePlus,OnePlus,OnePlus,X,OnePlus
msm8909,Blaupunkt,,,
BV9000Pro-F,Blackview,,,
o7lte,samsung,Samsung,Galaxy On7,o7lte
klimtlte,samsung,Samsung,Galaxy Tab S 8.4,klimtlte
noblelteatt,samsung,Samsung,Galaxy Note5,noblelteatt
mako,google,LGE,Nexus 4 E960,mako
htc_a3qhdul,htc,HTC,Desire 610,htc_a3qhdul
G8142,Sony,Sony,Xperia XZ Premium,
TB3-710I,Lenovo,Lenovo,Tab3 7,TB3-710I
NX597J,ZTE,ZTE,nubia N1 lite,
HWFRD,HONOR,Honor,8,HWFRD
a7010,Lenovo,Lenovo,Vibe K4 Note,
Galaxy S8,samsung,Samsung,Galaxy S8,Galaxy S8
Mirror3,OPPO,Oppo,Mirror 3,Mirror3
tbltedcm,samsung,Samsung,Galaxy Note Edge,tbltedcm
htc_a56dj_pro_dugl,htc,HTC,Desire 10 Pro,htc_a56dj_pro_dugl
le_x2,LeEco,Leeco,Le Max2,le_x2
B75A,EVERCOSS,,,
D5322,Sony,Sony,Xperia T2 Ultra dual,D5322
dream2qlteue,samsung,Samsung,Galaxy S8+,dream2qlteue
jaltektt,samsung,Samsung,I9506 Galaxy S4,jaltektt
F3216,Sony,Sony,Xperia XA Ultra,F3216
htc_pmeuhljapan,htc,htc,10,htc_pmeuhljapan
BV7000_Pro,Blackview,,,
ugg_global,xiaomi,Xiaomi,Redmi Y1 (Note 5A),
espressorf,samsung,Samsung,Galaxy Tab 2 7.0 P3100,espressorf
X7-I00,Coolpad,Coolpad,Dazen X7,
Venge_X_(AX5),Axioo,,,
ADVAN_E1C_NXT,ADVAN,,,
hwbgo,HUAWEI,Huawei,MediaPad T2 7.0,hwbgo
gts210velte,samsung,Samsung,Galaxy Tab S2 9.7,gts210velte
l70pds,lge,LGE,L Fino,l70pds
CPH1707,OPPO,Oppo,R11,
ADVAN S5E Pro,ADVAN,,,
HWBLN-H,HONOR,Honor,6X,HWBLN-H
CPH1819,OPPO,Oppo,F7,
rtech72_we_72_kk,android,,,
hwSCLU-Q,Huawei,Huawei,Y6,hwSCLU-Q
a9xproltechn,samsung,Samsung,Galaxy A9 Pro (2016),a9xproltechn
MIX_2,ulefone,,,
bullhead,google,LGE,Nexus 5X,bullhead
MIX,DOOGEE,,,
htc_himawhl,htc,HTC,One M9,htc_himawhl
M1,MEIIGOO,,,
SO-04F,docomo,Sony,Xperia Z2,SO-04F
M23s,Himax,,,
hct6735m_35gu_m0,Blackview,,,
heroqltespr,samsung,Samsung,Galaxy S7,heroqltespr
hero2qlteatt,samsung,Samsung,Galaxy S7 edge,hero2qlteatt
iris80,LAVA,,,
"iPhone9,3",Apple,Apple,iPhone 7,"iPhone9,3"
ASUS_L001_2,asus,Asus,Zenfone Go ZB690KG,ASUS_L001_2
angler,google,Huawei,Nexus 6P,angler
espresso10rf,samsung,Samsung,Galaxy Tab 2 10.1 P5100,espresso10rf
ASUS_Z00RD_1,asus,Asus,Zenfone 5z ZS620KL,
htc_a52dtul,htc,HTC,Desire 826 dual sim,htc_a52dtul
A8-50LC,Lenovo,Lenovo,A8-50 A5500,A8-50LC
htc_hiau_ml_tuhl,htc,HTC,One M9+,htc_hiau_ml_tuhl
greatqlteue,samsung,Samsung,Galaxy Note8,greatqlteue
hero2qltevzw,Verizon,Samsung,Galaxy S7 edge,hero2qltevzw
rgk6753_65u_l1,UMI,,,
HWLUA-L6735,HUAWEI,Huawei,Y3II,HWLUA-L6735
v3740,WIKO,,,
lentisltelgt,samsung,Samsung,Galaxy S5,lentisltelgt
cross8735m_3350b,EVERCOSS,,,
m7cdwg,htc,HTC,One Dual Sim,m7cdwg
my50ds,lge,LGE,Leon,my50ds
hero2qltechn,samsung,Samsung,Galaxy S7 edge,hero2qltechn
1724,vivo,Vivo,Y71,
l9010,WIKO,Wiko,Highway Pure 4G,l9010
oban,acer,Acer,B1-723,oban
SO-02G,docomo,Sony,Xperia Z3 Compact,SO-02G
T00F,asus,Asus,Zenfone 5 A500CG (2014),
whyred,xiaomi,Xiaomi,Redmi Note 5 Pro,
Borneo_Pro,novo,,,
K53a48,lenovo,Lenovo,K6 Note,K53a48
C5303,Sony,Sony,Xperia SP,C5303
ADVAN_i55K,ADVAN,,,
geefhd,lge,LGE,Optimus G Pro E985,geefhd
nevis,samsung,Samsung,Galaxy Fame S6810,nevis
SOV31,KDDI,Sony,Xperia Z3+,SOV31
M6Note,Meizu,Meizu,M6 Note,
CPH1821,OPPO,Oppo,F7,
SK3,Sharp,Sharp,Aquos S3,
K50a40,Lenovo,Lenovo,K3 Note,K50a40
SO-02J,docomo,Sony,Xperia X Compact,SO-02J
jactivelteatt,samsung,Samsung,I9295 Galaxy S4 Active,jactivelteatt
SCV32,KDDI,Samsung,Galaxy A8,SCV32
montana,motorola,Motorola,Moto G5S,
SOV33,KDDI,Sony,Xperia X Performance,SOV33
ASUS_X00BD_1,asus,Asus,Zenfone Go ZB500KL,ASUS_X00BD_1
GT-N7000,samsung,Samsung,Galaxy Note N7000,GT-N7000
j5y17lte,samsung,Samsung,Galaxy J5,j5y17lte
C8_4G,OUKITEL,,,
H51i,HIMAX,,,
PICOphone M2/M,Axioo,,,
argon,blackberry,BlackBerry,DTEK60,argon
HWBLA,HUAWEI,Huawei,Mate 10 Pro,
P816A12,ZTE,ZTE,Blade Qlux 4G,P816A12
M20,HIMAX,,,
htc_mecdug,htc,HTC,One (E8),htc_mecdug
ASUS_X550,asus,Asus,Pegasus 2 Plus,ASUS_X550
cheryl,razer,,,
Y51,vivo,Vivo,Y51,Y51
G3226,Sony,Sony,Xperia XA1 Ultra,
SC-02H,samsung,Samsung,Galaxy S7 edge,SC-02H
htc_hima_ace_ml_dtul,htc,HTC,One ME,htc_hima_ace_ml_dtul
hermes,HUAWEI,Huawei,P10 Lite,hermes
hero2lteskt,samsung,Samsung,Galaxy S7 edge,hero2lteskt
OnePlus2,OnePlus,OnePlus,2,OnePlus2
ASUS_X013D_1,asus,Asus,Zenfone Go ZB551KL,ASUS_X013D_1
meizu_M6,Meizu,Meizu,M6,
htc_a50ml_dtul,htc,HTC,Desire 820s dual sim,htc_a50ml_dtul
trhplte,samsung,Samsung,Galaxy Note 4,trhplte
Ulike2,OPPO,Oppo,U705T Ulike 2,Ulike2
A110,Coolpad,Coolpad,Roar,
magc6580_we_l,alps,,,
A10_sprout,google,Mito,A10,A10_sprout
MITO_A39,MITO A39,,,
404SC,SBM,Samsung,Galaxy S6 edge,404SC
SM-N900S,samsung,Samsung,Galaxy Note 3,SM-N900S
ASUS_X00T_2,asus,Asus,Zenfone Max Pro (M1) ZB601KL/ZB602K,
HWMHA,HUAWEI,Huawei,Mate 9,HWMHA
htc_hiaeuhl,htc,HTC,One A9,htc_hiaeuhl
m7,htc,HTC,One,m7
HWLDN-Q,HUAWEI,Huawei,Y7 (2018),
starlte,samsung,Samsung,Galaxy S9,starlte
kinzie,motorola,Motorola,Moto X Force,kinzie
hero2qltespr,samsung,Samsung,Galaxy S7 edge,hero2qltespr
H4133,Sony,Sony,Xperia XA2,
TSP,SHARP,Sharp,Z2,TSP
j3xnlte,samsung,Samsung,Galaxy J3 (2016),j3xnlte
tizen,Samsung,,,
hlteskt,samsung,Samsung,Galaxy Note 3,hlteskt
m7wlv,VERIZON,HTC,One,m7wlv
hct6750_c66_b_m,Blackview,,,
HWWAS-H,HUAWEI,Huawei,P10 Lite,
w5ds,lge,LGE,L70 Dual D325,w5ds
WP001,WIZPHONE,,,
MeizuS6,Meizu,Meizu,M6s,
HWCRO-L6737M,HUAWEI,Huawei,Y5 lite (2018),
Pixi4-4,TCL,alcatel,Pixi 4 (4),Pixi4-4
msm8916_64,ZTE,ZTE,Axon mini,msm8916_64
AD682J,Smartfren,,,
A328,Lenovo,Lenovo,A328,A328
lt01lte,samsung,Samsung,Galaxy Tab 3 8.0,lt01lte
t0ltektt,samsung,Samsung,Galaxy Note II N7100,t0ltektt
EVERCOSS_A7D,EVERCOSS A7D,,,
N5L,NUU,Nuu,NUU N5L,N5L
d3558,Dewav,,,
SCV33,KDDI,Samsung,Galaxy S7 edge,SCV33
C1505,Sony,Sony,Xperia E,C1505
j5lteub,samsung,Samsung,Galaxy J5,j5lteub
ASUS_X00HD_3,asus,Asus,Zenfone 4 Selfie Lite ZB553KL,
ASUS_T00P,asus,Asus,Zenfone 5 A500KL (2014),ASUS_T00P
ysl,xiaomi,Xiaomi,Redmi S2 (Redmi Y2),
elsa,KDDI,LGE,V20,elsa
F3113,Sony,Sony,Xperia XA,F3113
gt58lte,samsung,Samsung,Galaxy Tab A 8.0,gt58lte
kltevzw,Verizon,Samsung,Galaxy S5,kltevzw
Y100pro,DOOGEE,,,
mlv3,lge,LGE,Leon,
tbltevzw,Verizon,Samsung,Galaxy Note Edge,tbltevzw
F3115,Sony,Sony,Xperia XA,F3115
trltetmo,samsung,Samsung,Galaxy Note 4,trltetmo
V1,vivo,Vivo,V1,V1
P01Y,asus,Asus,Zenpad C 7.0,P01Y
marinelteatt,samsung,Samsung,Galaxy S6 active,marinelteatt
greatqltechn,samsung,Samsung,Galaxy Note8,greatqltechn
kltektt,samsung,Samsung,Galaxy S5,kltektt
Axioo AX6,Axioo,,,
vkworld,vkworld,,,
a831_324_ax_ys_s028_icherry,ICHERRY,,,
SO-03H,docomo,Sony,Xperia Z5 Premium,SO-03H
trlte,samsung,Samsung,Galaxy Note 4,trlte
SC-01G,samsung,Samsung,Galaxy Note Edge,SC-01G
CP3503I,Coolpad,Coolpad,Mega 3,CP3503I
htc_v02_dug,htc,HTC,Desire 526G+ dual sim ,htc_v02_dug
markw,xiaomi,Xiaomi,Redmi 4 Pro,markw
ASUS_Z00U,asus,Asus,Zenfone Selfie ZD551KL,
HWCLT,HUAWEI,Huawei,P20 Pro,
advan8321_9012,Advan,,,
gts210lte,samsung,Samsung,Galaxy Tab S2 9.7,gts210lte
NUU_M2,NUU,,,
htc_alpine_uhl,htc,htc,U Play,
dreameltemtr,samsung,Samsung,Galaxy S8,dreameltemtr
watson,motorola,Motorola,Moto C,
B6S pro,B6S pro,,,
HM-G552-FL,Haier,,,
Android,alps,,,
ks01lte,samsung,Samsung,I9506 Galaxy S4,ks01lte
A75,MITO,Micromax,A75,A75
honami,Sony,Sony,Xperia Z1,
X818_EE,Philips,,,
HWEML,HUAWEI,Huawei,P20,
F5121,Sony,Sony,Xperia X,F5121
OnePlus6,OnePlus,OnePlus,6,
ASUS_X00R_2,asus,Asus,ZenFone Live (L1) ZA550KL,
fortunalte,samsung,Samsung,Galaxy Grand Prime,fortunalte
PRO7Plus,Meizu,Meizu,Pro 7 Plus,
sirius,Sony,Sony,Xperia Z1 Compact,
g15v97_kw_u81_4m,UMIDIGI,,,
NEWAD688G,Smartfren,Smartfren,NEWAD688G,NEWAD688G
M20s,HIMAX,,,
G8441,Sony,Sony,Xperia XZ1 Compact,
S960_ROW,Lenovo,Lenovo,Vibe X S960,S960_ROW
1802,vivo,Vivo,Y83,
a6lte,samsung,Samsung,Galaxy A6 (2018),a6lte
EVERCOSS_A7A*,EVERCOSS A7A*,,,
"iPad4,4",Apple,Apple,iPad mini 2,"iPad4,4"
hexing72_cwet_kk,IMO S90,,,
ADVAN_7008,ADVAN,,,
SJ3,Sharp,Sharp,A2 Lite,
kmini3g,samsung,Samsung,Galaxy S5 mini,kmini3g
HM-G553-FL,Haier,,,
s3ve3gds,samsung,Samsung,I9300I Galaxy S3 Neo,s3ve3gds
ASUS_T00K,asus,Asus,Zenfone 5 Lite A502CG (2014),ASUS_T00K
Galaxy S8+,samsung,Samsung,Galaxy S8+,Galaxy S8+
